id,last_modified,code,name,description,poi_type,lat,lon,address_complete,related_url,contact_email,contact_phone
189,10/3/2023,,Trattoria Vacunea,Trattoria,ristorante,42.54728,13.12976,Via Bacugno 9 Posta 02019 Rieti ,,,+39 0746959073
190,10/3/2023,,Agriturismo La Quercia,Agriturismo,b-and-b,42.54464,13.11944,Via Fontarello  Posta 02019 Rieti Fontarello Picciame,http://www.agriturismolaquercia.it/,,+39 0746959192
191,10/3/2023,,Paolucci Mirko Fornaio,Forno,shop-convenience,42.54733,13.12896,  Posta 02019 Rieti ,,,+39 0746959154
192,10/3/2023,,Li Mastari Bar,Bar,bar,42.54705,13.12734,Via Bacugno  Posta 02019 Rieti ,,,
193,10/3/2023,,Ristorante Benny's,Ristorante,ristorante,42.52913,13.10029,Via Salaria 10 Posta 02019 Rieti ,,,+39 0746951134
194,10/3/2023,,Agriturismo Calabrese Domenico,Agriturismo,b-and-b,42.52843,13.09946,Via Salaria  Posta 02019 Rieti ,,,+39 0746959195
195,10/3/2023,,Bar I soliti,Bar,bar,42.52700,13.09875,Via Roma  Posta 02019 Rieti ,,,+39 3278763826
196,10/3/2023,,Agriturismo Dal Poeta,Agriturismo,b-and-b,42.52684,13.09728,Via Favischio 10 Posta 02019 Rieti ,,,+39 0746959747
197,10/3/2023,,Alimentari Anna,Negozio di Alimentari,shop-convenience,42.52638,13.09830,Fontarello 36 Posta 02019 Rieti Fontarello,,,+39 3281694840
198,10/3/2023,,Il Pilota Ristorante,Ristorante,ristorante,42.52576,13.09858,Via Salaria 1 Posta 02019 Rieti ,,,+39 07461873002
199,10/3/2023,,Municipio di Posta,Municipio,amenity-townhall,42.52753,13.09867,Piazza degli Eroi 18 Posta 02019 Rieti ,,,+39 0746951313
200,10/3/2023,,Anime Sante del Purgatorio,Chiesa,religion,42.52408,13.09695,Piazza delle Anime Sante 5 Posta 02019 Rieti ,,,
201,10/3/2023,,Ristorante Il Bagatto dal 1987,Ristorante,ristorante,42.52390,13.09689,Via Roma 50 Posta 02019 Rieti ,,,+39 0746951111
202,10/3/2023,,"Farmacia di Posta, Dott. L'Abbate Giovanni",Farmacia,"pharmacy,pharmacy",42.52357,13.09607,Piazza degli Eroi 9 Posta 02019 Rieti ,,,+39 0746951306
203,10/3/2023,,Supermercato Km Zero,Supermercato,shop-convenience,42.52350,13.09641,Via Roma 22 Posta 02019 Rieti ,,,
204,10/3/2023,,Il Grottino Pizzeria,Pizzeria,ristorante,42.52330,13.09583,Via Roma 19 Posta 02019 Rieti ,,,+39 07461725325
205,10/3/2023,,Agriturismo Il Casale Pica,Agriturismo,b-and-b,42.51979,13.09836,Via Villa Camponeschi 1 Posta 02019 Rieti ,https://ilcasalepica.it/,,+39 3497896258
206,10/3/2023,,Chiesa di San Francesco,Chiesa di San Francesco,religion,42.52446,13.09582,Largo della Merlina 5 Posta 02019 Rieti ,,,
207,10/3/2023,,Casale Valenzano,Agriturismo,b-and-b,42.50223,13.08561,SP64 di Sigillo  Posta 02019 Rieti Sigillo,,,+39 0746959114
208,10/3/2023,,Santa Maria Assunta,Chiesa Cattolica,religion,42.49679,13.08070,Via Sigillo 9 Posta 02019 Rieti Sigillo,,,
209,10/3/2023,,Chiesa di Sant'Egidio Abate,Chiesa Cattolica,religion,42.49578,13.08273,  Posta 02019 Rieti Sigillo,,,
210,10/3/2023,,Cascata Pisciarelli,Cascata,viewpoint,42.49092,13.93990,  Posta 02019 Rieti Sigillo,,,
211,10/3/2023,,Fonte Mastrozza,Fonte,fountain,42.48193,13.05735,  Micigliano 02010 Rieti ,,,
212,10/3/2023,,Le Prata,Parco,natural-park,42.46702,13.05518,  Micigliano 02010 Rieti ,,,
213,10/3/2023,,Fonte Regnola,Fonte,fountain,42.46493,13.05497,  Micigliano 02010 Rieti ,,,
214,10/3/2023,,Chiesa di San Lorenzo,Chiesa,religion,42.45952,13.05414,  Micigliano 02010 Rieti ,,,
215,10/3/2023,,Chiesa Parrocchiale di San Biagio,Chiesa,religion,42.45116,13.05497,Via Guglielmo Oberdan 10 Micigliano 02010 Rieti ,,,
216,10/3/2023,,Mulino di Micigliano,Mulino ristrutturato,museum,42.44878,13.05644,Via Provinciale 4bis Micigliano 02010 Rieti ,,,
217,10/3/2023,,Rifugio Angelo Sebastiani al Terminillo,Rifugio ,rifugio,42.46973,13.01015,SP10 Via Vallonina  Micigliano 02010 Rieti ,http://www.cairieti.it/cairieti/index.php?option=com_content&view=article&id=70&Itemid=68,,+39 3395211171
218,10/3/2023,,Abbazia dei Santi Quirico e Giuditta,"Ristorante e alloggio, verifica disponibilità","locanda,ristorante",42.44337,13.07625,Via Salaria 1A Micigliano 02010 Rieti ,https://lacortecatering.it,,+39 3487457887
219,10/3/2023,,Fosso dei Maiori,Fosso affluente del Velino tra campi coltivati,viewpoint,42.43323,13.03794,  Micigliano 02010 Rieti ,,,
220,10/3/2023,,Agriturismo Villa Janula,Agriturismo,b-and-b,42.40200,13.03608,Strada ville-Ponte  Castel Sant'Angelo 02010 Rieti Ville,,,+39 3201832161
221,10/3/2023,,Pizzeria Da Maria,Pizzeria Ristorante,ristorante,42.39510,13.03017,Canetra Via Salaria  Castel Sant'Angelo 02010 Rieti Canetra,,,+39 0746698588
222,10/3/2023,,Barcollo di Gianluca,Bar,bar,42.39390,13.02794,Via Nazionale 94 Castel Sant'Angelo 02010 Rieti Canetra,,,+39 3713911521
223,10/3/2023,,Allevamento Ittico,Allevamento di trote,shop-farm,42.39396,13.03562,  Castel Sant'Angelo 02010 Rieti Canetra,,,
224,10/3/2023,,Tonino & Fabrizio carni salumi alimentari,"Carni, Salumi e Alimentari",shop-convenience,42.39425,13.03123,Via Salaria km 93 38 Castel Sant'Angelo 02010 Rieti Canetra,,,+39 0746698385
225,10/3/2023,,Farmacia S. Angelo Dott.ssa Elena Grillo,Farmacia,"pharmacy,pharmacy",42.39381,13.03181,Via Nazionale I 36 Castel Sant'Angelo 02010 Rieti Canetra,,,+39 0746698103
226,10/3/2023,,Laghetto di Canetra,Lago,tourist-information,42.39431,13.03028,  Castel Sant'Angelo 02010 Rieti Canetra,,,
227,10/3/2023,,Stazione Ferroviaria Terni L'Aquila Sulmona,Ferrovia Terni L'Aquila Sulmona,train-station,42.39222,13.02893,  Castel Sant'Angelo 02010 Rieti Canetra,,,
228,10/3/2023,,The Big Night,Birreria,bar,42.42195,13.07901,Via Salaria  Antrodoco 02013 Rieti ,,,+39 3496134418
229,10/3/2023,,Andridoco,Appartamento per vacanza in affitto,locanda,42.42129,13.08043,  Antrodoco 02013 Rieti ,,,
230,10/3/2023,,Parco La Rocchetta,Parco ,natural-park,42.41880,13.07913,Via del Castello 102 Antrodoco 02013 Rieti ,,,
231,10/3/2023,,Ostello Il Castagno,Ostello,ostello,42.41793,13.07831,V ia Fossi  15 Antrodoco 02013 Rieti ,,,+39 3738599675
232,10/3/2023,,Chiesa Sant'Agostino,Chiesa Cattolica,religion,42.41755,13.08036,Via del Molino 8 Antrodoco 02013 Rieti ,,,
233,10/3/2023,,Anime Sante,Chiesa Cattolica,religion,42.41779,13.07987,Via del Ponte  Antrodoco 02013 Rieti ,,,
